Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Quality_label
162.7190717,0.004013266,0.005836401,5.148666818,1.786601059,1.495370817,0.600826895,17.8500214,0.051849508,0.003806212,3
0.405199637,1.188601544,3.295716701,9.69932708,1.031281579,1.495370817,0.600826895,17.8500214,0.051849508,0.003806212,3
1572.883432,12.55069461,0.145552428,0.000922429,1.786601059,1.230409133,0.600826895,17.8500214,0.051849508,0.003806212,1
13.65371947,0.022292576,0.004196246,1.031600363,1.786601059,1.230409133,0.600826895,17.8500214,0.051849508,0.003806212,2
41.16184985,55.14821547,0.000598218,5.836737228,1.786601059,1.495370817,0.600826895,17.8500214,0.051849508,0.003806212,2
38.15050538,0.08333428,0.056782496,0.749319604,6.680183174,10.51338213,0.152058832,0.035407171,0.051849508,26.93801751,2
0.096959281,0.038329754,0.61880273,0.332878172,6.680183174,10.51338213,0.152058832,0.035407171,0.051849508,26.93801751,2
0.077256904,0.104419317,0.112571318,0.270473942,6.680183174,10.51338213,0.152058832,0.035407171,0.051849508,26.93801751,2
0.41371142,0.082644264,1.791694983,0.039303897,6.680183174,10.51338213,0.152058832,0.035407171,0.051849508,26.93801751,2
0.024641569,4.88204066,0.081980148,0.001226191,2.772987095,5.856584117,2.374034794,14.6035953,0.593081227,0.727610573,2
5.055176705,0.001584736,13.40040381,2.122970707,3.85600905,4.818868004,2.374034794,14.6035953,0.593081227,0.727610573,2
78.18749181,16946.42708,126.7284846,1.333788777,3.095123009,5.856584117,2.374034794,14.6035953,0.593081227,0.727610573,1
1.382625126,122.0079309,0.237009077,2587.576918,3.85600905,5.856584117,2.374034794,14.6035953,0.593081227,0.727610573,2
31.79588658,0.5735187,26.080246,230.6763893,2.48437862,2.684398366,2.374034794,14.6035953,0.593081227,0.727610573,2
473.5822764,259.6607472,1.786493345,17.51375227,3.45468122,3.965022677,2.374034794,14.6035953,0.593081227,0.727610573,2
14.41715362,146.305403,0.016633952,0.099196412,3.85600905,4.818868004,2.374034794,14.6035953,0.593081227,0.727610573,2
0.055258088,2.078208819,0.007228586,5.119163001,2.772987095,5.856584117,2.374034794,14.6035953,0.593081227,0.727610573,2
22.0061912,673.2846276,0.017890315,0.440319473,3.095123009,3.965022677,0.152058832,6.542503769,0.051849508,1.010384969,2
46.49079886,78.51528495,15891.91238,0.000794785,0.53333105,0.007724428,0.600826895,0.176409857,887.6112567,1.010384969,3
0.034335128,0.018866555,0.355520114,0.009517485,0.022020388,0.024892152,9.380474223,0.1180769,887.6112567,0.727610573,3
11.02584895,3.42408744,0.00050946,0.837321909,0.022020388,0.024892152,9.380474223,0.1180769,887.6112567,0.727610573,3
16.62772477,3.07E-05,3.391816469,0.089557518,0.022020388,0.030252537,9.380474223,0.1180769,887.6112567,0.727610573,1
8.514262786,0.022384424,1.434321982,0.042915229,7.456215243,8.65053754,2.374034794,14.6035953,0.593081227,0.101477965,2
0.310764517,41.98916226,0.03129231,15.45752872,7.456215243,8.65053754,2.374034794,14.6035953,0.593081227,0.101477965,1
7.735133997,0.000177387,1.830384992,0.142357072,7.456215243,8.65053754,2.374034794,14.6035953,0.593081227,0.101477965,0
8.487132768,0.027605386,44.31491851,1.646229998,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,1
0.004984428,19.4165607,7.268406552,0.001894859,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,2
6.032899779,163.84847,0.871497941,0.011976801,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,1
90.49503756,0.011396073,0.047565955,0.683132359,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,0
27.67112375,0.302578973,5.051967988,16.34366014,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,1
1.160680092,0.163033435,1.774838295,0.168595615,9.289205427,8.65053754,2.374034794,14.6035953,0.593081227,0.101477965,1
0.171472273,56.86633868,0.540682811,0.084645352,8.322398398,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,1
0.007883837,1227.111339,7.69639102,0.004731226,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,1
11.99846213,0.013015359,0.280050871,0.003067086,7.456215243,10.51338213,2.374034794,14.6035953,0.593081227,0.101477965,0
0.427635763,8.94E-05,1.674293467,0.704080392,9.289205427,8.65053754,2.374034794,14.6035953,0.593081227,0.101477965,2
9.07366069,2.021527267,18.17833544,182.8032562,0.127792692,0.044684871,146.453658,0.1180769,887.6112567,26.93801751,2
0.054602287,1.340540578,0.111488752,0.359635949,0.000217852,1.24E-05,146.453658,0.035407171,0.593081227,10.06009321,3
0.069195148,0.066250288,0.998547145,17253.73158,0.004235201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,1
3.462883356,0.00083084,21.80460755,36.47187306,0.004727201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,1
1.239035172,47.25905954,7.011131211,0.000547604,0.004235201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,1
1243.812974,3.481783601,0.124246977,33511.02833,0.004235201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,2
0.491259184,3239.549195,0.027219388,18.99271667,0.004235201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,1
0.340277949,0.007537059,85.68796178,3.065363388,0.004727201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,2
0.007119626,0.050038909,0.012534699,206.2870225,0.005276356,0.00938784,146.453658,0.035407171,0.593081227,517.1976103,1
0.317209164,0.056400049,69.19203932,0.101456648,0.004727201,0.00522959,146.453658,0.035407171,0.593081227,517.1976103,1
0.222424907,0.044997082,0.18239243,0.957382428,0.004727201,0.00522959,146.453658,0.035407171,0.593081227,517.1976103,2
58.79613467,24.83301453,5.132190203,0.008779963,0.004235201,0.00522959,146.453658,0.035407171,0.593081227,517.1976103,2
0.107652439,0.003045238,0.224520852,3.055271827,0.004235201,0.011409458,146.453658,0.035407171,0.593081227,517.1976103,1
0.487203559,0.000432178,0.018044391,2.338862981,0.004727201,0.00938784,146.453658,0.035407171,0.593081227,517.1976103,1
0.032886735,0.011995038,17.54168127,0.411203279,0.000909187,0.002397012,2286.523413,0.035407171,0.593081227,0.052625471,3
4.312343975,0.118782078,2.081366453,0.006176782,1.151084818,0.09748952,0.600826895,17.8500214,6.783966878,0.073077532,1
6.655926862,0.197123769,7.966575775,6.710545161,0.664441881,0.381815379,0.038483444,17.8500214,0.593081227,0.014152869,1
1.765853205,0.193503394,23.51082099,2.705084468,0.664441881,0.258496524,0.038483444,17.8500214,0.593081227,0.014152869,3
0.001353898,0.005070296,0.00687569,70.56806708,0.664441881,0.258496524,0.038483444,17.8500214,0.593081227,0.014152869,2
0.560619794,4.605299024,0.091305074,0.115250564,0.664441881,0.258496524,0.038483444,17.8500214,0.593081227,0.014152869,1
1.824286491,17.66273305,1.256077493,26.53442539,0.827784194,0.381815379,0.600826895,17.8500214,0.593081227,372.4505622,1
0.016707598,36.64909412,0.297454575,0.008972455,1.994149218,3.965022677,0.038483444,17.8500214,0.004532889,3.756975634,2
5.763632707,150.3844417,0.010313443,0.055902219,0.00219025,0.00197229,146.453658,0.035407171,0.593081227,1.010384969,3
46.19445526,1.515703833,5.376005178,650.4063553,0.002444689,0.002397012,146.453658,0.035407171,0.593081227,1.010384969,3
1.000671775,1383.107976,0.004274064,0.113474293,0.428091631,0.833011192,0.038483444,6.542503769,0.593081227,0.101477965,2
47.32988643,0.003251567,1.75487319,0.866178632,0.428091631,0.833011192,0.038483444,6.542503769,0.593081227,0.101477965,0
132.1170508,0.001846466,0.163787754,0.056908679,4.303958845,0.258496524,0.152058832,2.931083386,262.4448353,3.756975634,1
0.03247305,0.007734126,0.001580233,73.65772073,11.57280667,7.117766557,0.152058832,0.035407171,0.593081227,268.2135774,1
0.614965852,583.2346319,1.981306877,0.975670164,11.57280667,7.117766557,0.152058832,0.035407171,0.593081227,268.2135774,1
0.003285062,0.082605638,1.102625989,15.31998941,0.059210068,0.020481563,146.453658,0.035407171,22.94396595,100.1652623,1
0.02462965,0.007870363,0.815572136,0.936490915,0.03814831,0.020481563,146.453658,0.035407171,22.94396595,100.1652623,3
73.74769047,0.000329091,0.010981364,0.754747665,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
1.379592473,0.071174316,0.38695079,1.369844017,7.456215243,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
6.684210392,172.0419483,2.486472183,15.46387009,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,0
6.252766208,0.016988004,18.3244701,8.803562309,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,1
46.52990319,0.002350913,1.260409441,0.857254161,11.57280667,12.77737982,2.374034794,14.6035953,0.051849508,0.523975675,2
0.201782203,0.000350798,11.59704166,0.120564385,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
642.7347415,0.033505858,0.781113457,0.557700826,8.322398398,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
0.494117587,137.2824545,0.603104062,6.375005981,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
0.04666066,5.311855117,1.755211235,0.357215832,11.57280667,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
0.144014096,0.273043353,0.029688331,1.497493271,9.289205427,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,0
0.821680895,0.014986775,0.241143907,0.003850571,14.41779441,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
31.72473598,126417.3939,0.043372184,308.0323552,7.456215243,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
221.2074225,336.8868286,5.389046646,11.46244808,6.680183174,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
1.851310987,0.011943025,0.007593364,0.384607375,8.322398398,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
18.17267959,8.192367586,32.97955031,18.25510992,11.57280667,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
0.012364006,11.87476949,100.2573067,130.4376779,11.57280667,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,2
0.071737498,70.5827563,10.75957083,13.4393001,16.09269921,10.51338213,2.374034794,14.6035953,0.051849508,0.523975675,1
0.516185392,379.475947,1.136346055,22073.28186,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,0
4.739565699,5.748946222,0.211798652,6.58E-05,17.96217649,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
19.49338408,0.006462365,15.74743711,0.006405299,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.755707333,64.33395246,1.56862307,492.9169939,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.095654036,0.036864078,40.16729118,0.306711618,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,3
0.871653042,111.7416943,1.794688526,53.15280067,12.91721128,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
0.015889917,1.016155917,1.235391125,29.29565406,12.91721128,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
0.028317083,0.556776708,0.296947925,0.465387411,12.91721128,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
0.064688994,296.8445642,0.72639136,0.012713159,14.41779441,12.77737982,0.152058832,0.035407171,0.593081227,26.93801751,2
15.85855137,90.06948546,22.93508914,0.333440815,16.09269921,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.00985873,953.9946065,2.640602224,1477.350717,16.09269921,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,3
0.047865063,0.014576024,5.774485833,0.123631677,16.09269921,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,1
0.01993884,0.004104359,0.039089324,0.001146327,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.079600172,0.058366187,0.015768902,2.061759783,11.57280667,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
2.232549826,0.013938353,0.380592893,104.060879,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
57.76413473,0.252550249,9.738419396,0.299724315,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,3
2715.806538,0.020662151,0.01366565,0.000136814,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
32.20923209,0.633710856,34.54603749,0.230972266,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
2.273726589,34.31053733,17.64852765,1.260153001,11.57280667,8.65053754,0.152058832,0.035407171,0.593081227,26.93801751,2
0.006646856,0.351479271,95.40185777,0.252959282,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
1.060396679,0.047597403,0.373683859,0.005631094,8.322398398,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
0.087020118,0.357962665,0.032463024,12.86181973,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,3
0.054841216,0.009463854,8.926993158,14.46158849,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
0.807313657,25.90340145,2.993168146,27.03030728,6.680183174,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
1120.620855,68.38222068,3.641379775,0.343085836,6.680183174,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,1
0.00077522,15.08412574,1.119000156,0.070740079,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.009540097,12.4139829,6.726249563,0.188232563,17.96217649,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.008357976,1.211446872,33.37677249,0.251347586,20.0488296,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
1.274611473,56.01415375,7.691755622,0.23170367,10.36832573,12.77737982,0.152058832,0.035407171,0.593081227,26.93801751,2
0.211717875,74.87603309,0.003504071,51.10490898,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.001247709,2115.3074,16.43558253,0.948108683,17.96217649,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
0.006249126,0.829832721,1.193580663,3.449406302,20.0488296,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,3
0.004036293,92.02761056,47.11009181,0.113268459,20.0488296,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
2.099489437,3.672097811,1.132440917,2.497724593,16.09269921,8.65053754,0.152058832,0.035407171,0.593081227,26.93801751,2
3.139443917,5.873449745,0.055439253,0.043870392,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.153786015,0.021856239,1.146092362,0.001097755,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
1.74925468,13.79114974,7.383141451,0.127168517,12.91721128,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
6.102455093,96.70436885,5.905627159,5.599703618,12.91721128,12.77737982,0.152058832,0.035407171,0.593081227,26.93801751,2
2.48580566,0.371117079,0.017603933,10.96817558,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,3
0.277358518,0.001777793,0.035444168,4.683566463,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
1.008514468,4.382353198,0.00411819,0.117157231,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
1.024338722,618.7439504,0.023674491,4.165646764,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
0.420942858,0.008403411,1.257367088,181.4312152,12.91721128,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
0.016831008,1.151366513,5.378323907,4.776902087,12.91721128,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
8.068445282,0.74503891,0.054967374,31.95935656,12.91721128,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
4.416668697,0.003670555,3.433153553,27.31837986,14.41779441,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
0.008911743,6.409459453,0.198822623,0.329070809,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.39801853,8.556582341,0.106874913,953.6394377,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.967802593,659.4746502,50.36201083,0.102481897,9.289205427,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
47.73366221,139.0664035,6.278143553,0.02497544,8.322398398,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,0
14.61214842,9.692987189,0.04540234,18.21182556,7.456215243,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
2.772684208,2.650502047,3.677221678,2057.833945,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.434670348,679.4900866,6.145005374,0.222368227,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.006465863,0.001163938,0.126162387,2.236994773,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
243.3226282,0.007947757,2.117130872,0.012061552,10.36832573,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
69.49392198,71.60528721,2.386374701,134.6965349,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
0.033561514,2.900685571,0.054896056,0.004312517,11.57280667,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
18.00931545,0.00020495,0.000588797,10.6989299,9.289205427,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
5.601369578,0.046890538,1771.818461,0.271061525,8.322398398,10.51338213,0.152058832,0.035407171,0.593081227,26.93801751,2
12.97827932,53.27729477,0.4422058,6.248582392,14.41779441,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
9.149366882,0.206688147,3.206031356,14.45351852,10.36832573,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
9.432265558,6.31E-05,1.716994538,25.12442175,11.57280667,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.095404182,14.83341355,30.90201309,0.092971178,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
421.276539,0.031839488,47.45713989,5.038436698,8.322398398,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
5.04433485,0.038636225,0.096153994,0.192052271,16.09269921,27.87656284,0.152058832,0.035407171,0.593081227,26.93801751,2
8.517641525,0.016116191,3.651133439,38.62280639,16.09269921,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.14966988,27.69732249,28.55872964,63.82771018,11.57280667,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,3
465.4883221,279.290529,0.019829113,0.003761237,12.91721128,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.007754649,2.641391608,3.731500441,0.473182481,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.010654439,0.532303299,0.094556627,58.65724711,12.91721128,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
158.960779,13.16767893,0.034669501,0.694081723,16.09269921,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.000772245,1.478794523,249.1860024,5.969823558,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
3.24165288,0.42826385,9.738126245,0.000811211,14.41779441,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
45.45358248,0.003555548,0.021506463,6.656321403,9.289205427,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,0
0.127230342,16.88510521,43.51311705,1.948502502,12.91721128,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.012732033,0.064559315,8.39982643,0.132823947,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,26.93801751,2
0.008836445,0.009391498,1.85674606,0.14426631,11.57280667,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
0.004354259,1.339557959,7.147054251,0.027876899,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,26.93801751,2
31.79103577,1.144755409,48.07307576,0.056595449,11.57280667,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.276636542,9.131672846,0.249212623,0.527213146,14.41779441,15.52891668,0.152058832,0.035407171,0.593081227,26.93801751,2
0.001441768,1.088701662,0.149308377,0.059210297,7.456215243,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
36.29497096,148550.468,0.491347935,4.266354321,7.456215243,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,1
985.5144699,11660.48455,23.09851722,0.00459634,7.456215243,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,3
0.027113287,0.015711962,3.357935037,23.93155626,6.680183174,18.87298153,0.152058832,0.035407171,0.593081227,26.93801751,2
0.111521349,0.099494497,10.65235343,270.7324043,16.09269921,33.87962382,0.152058832,0.035407171,0.593081227,26.93801751,2
0.017838317,0.000742728,1010.641553,0.051504214,12.91721128,22.93717192,0.152058832,0.035407171,0.593081227,26.93801751,2
27.75974066,0.002540103,68.0471924,4.313076708,2.225808096,2.208755332,2.374034794,14.6035953,0.593081227,0.073077532,2
6.8876142,0.337953994,0.689558751,0.046136913,2.225808096,2.208755332,2.374034794,14.6035953,0.593081227,0.073077532,0
0.090631274,71.41435824,1.020121012,0.000127173,1.284805512,1.230409133,2.374034794,14.6035953,0.593081227,0.073077532,0
0.13464709,0.339498783,9.182311871,1466.783141,1.031281579,1.495370817,2.374034794,14.6035953,0.593081227,0.073077532,2
0.001046754,16.45869757,0.01409008,2387.817588,2.225808096,3.262468451,2.374034794,14.6035953,0.593081227,0.073077532,2
1.20077576,154.5231774,14.33736454,1.265699353,2.225808096,3.262468451,2.374034794,14.6035953,0.593081227,0.073077532,2
0.840735374,15.71394835,1.329234686,1.804232435,2.225808096,3.262468451,2.374034794,14.6035953,0.593081227,0.073077532,2
6.924377662,0.161323507,31.61463485,8.941056489,2.225808096,3.262468451,2.374034794,14.6035953,0.593081227,0.073077532,2
3.667522926,0.119813619,8.42002184,0.001870399,1.151084818,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,1
12.12775887,0.086062929,0.257185839,12.68999012,1.031281579,1.230409133,2.374034794,14.6035953,0.593081227,0.073077532,0
0.777566943,0.068840417,0.144652194,1.337307979,2.225808096,1.81739051,2.374034794,14.6035953,0.593081227,0.073077532,0
0.029625241,8.180527678,0.152645894,60.04305089,0.923947288,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,1
0.084567272,0.006884884,1.237429919,0.183150082,1.151084818,1.230409133,2.374034794,14.6035953,0.593081227,0.073077532,0
12.87141056,0.035631151,0.071221215,79.79564528,1.151084818,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,2
0.012158232,0.138063516,4.293172191,0.022957418,1.031281579,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,0
0.03892238,90.55230301,57.59840293,1.348830775,1.031281579,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,2
13.42843339,2.719965868,0.010262139,0.000285714,1.284805512,1.230409133,2.374034794,14.6035953,0.593081227,0.073077532,2
2.013277225,25.80246646,7.092404731,0.618059329,1.031281579,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,2
0.64236004,0.004488228,0.003725855,1.266843162,1.031281579,1.012395465,2.374034794,14.6035953,0.593081227,0.073077532,0
0.006844978,21.80549723,0.405026877,1.224687187,1.994149218,1.81739051,2.374034794,14.6035953,0.593081227,0.073077532,2
0.042671515,12.14041625,49.94171661,0.002600774,1.284805512,1.230409133,2.374034794,14.6035953,0.593081227,0.073077532,2
0.31304007,0.00038219,0.565960487,0.203842536,1.786601059,1.81739051,2.374034794,14.6035953,0.593081227,0.073077532,2
1.02029231,1.479017218,0.449958635,16.77229058,1.434060443,1.495370817,2.374034794,14.6035953,0.593081227,0.073077532,2
520.5677915,0.054073697,6.441098936,0.002272275,1.994149218,1.81739051,2.374034794,14.6035953,0.593081227,0.073077532,0
0.014732304,0.070612359,152.3236127,0.117045872,1.284805512,1.230409133,2.374034794,14.6035953,0.593081227,0.073077532,2
0.878263167,0.335449827,141.611508,4912.02364,0.022020388,0.030252537,9.380474223,0.1180769,887.6112567,0.271728615,3
269.2200915,97.32393494,9.415792017,0.085117577,0.019728538,0.024892152,9.380474223,0.1180769,887.6112567,0.271728615,3
1321.989505,0.056142651,0.437981764,1.864968596,0.019728538,0.024892152,9.380474223,0.1180769,887.6112567,0.271728615,2
13.75836387,0.858554128,0.166151838,3.260809266,0.198347294,0.175007232,0.152058832,0.035407171,0.593081227,7.244595292,0
41.01291806,0.004741477,66.79784638,0.000547765,0.247107775,0.212694055,0.152058832,0.035407171,0.593081227,7.244595292,1
0.711085447,0.003933402,0.01333374,7.968146879,0.221389157,0.175007232,0.152058832,0.035407171,0.593081227,7.244595292,3
0.039882657,0.000690085,22.78732689,0.089031858,0.247107775,0.258496524,0.152058832,0.035407171,0.593081227,7.244595292,2
9.40E-06,1.074599717,12.00172432,62.15008404,0.247107775,0.258496524,0.152058832,0.035407171,0.593081227,7.244595292,3
13.10569669,0.244707625,6.816755025,11.01961872,0.247107775,0.258496524,0.152058832,0.035407171,0.593081227,7.244595292,3
66.55859388,29.53482261,104.753761,0.124103204,0.010202686,0.011409458,0.152058832,0.035407171,0.593081227,0.727610573,2
0.104275995,0.093326345,47.25587596,0.269248136,4.303958845,0.833011192,0.152058832,6.542503769,0.051849508,0.019653159,2
1.398657664,1.083072886,1.986219491,0.255748398,1.600654212,4.818868004,0.152058832,0.035407171,0.593081227,100.1652623,2
10.95506279,0.004669331,0.017226793,0.073614036,2.225808096,5.856584117,0.152058832,0.035407171,0.593081227,100.1652623,2
0.532968241,23.86348754,409.4968455,0.774130097,0.741629616,1.81739051,0.152058832,0.035407171,0.593081227,100.1652623,2
0.356856102,0.347579364,0.103016939,17.56649617,1.600654212,2.208755332,0.152058832,0.035407171,0.593081227,100.1652623,2
3.555256566,0.002169271,0.137217719,76.99211389,1.600654212,4.818868004,0.152058832,0.035407171,0.593081227,100.1652623,1
1.213558669,0.007358826,1.98E-05,0.558484772,0.923947288,0.685411649,0.038483444,2.931083386,2.005852288,0.101477965,2
0.014079696,27.52918214,2.269964129,1.154092503,1.031281579,0.833011192,0.038483444,2.931083386,2.005852288,0.101477965,1
0.008698525,0.0997781,56.56840127,0.010547707,1.031281579,0.833011192,0.038483444,2.931083386,2.005852288,0.101477965,2
0.010447027,58.92336969,1.555074071,7.934768197,1.031281579,0.833011192,0.038483444,2.931083386,2.005852288,0.101477965,1
0.252526591,50.04686829,0.013091866,0.001973477,0.923947288,0.833011192,0.038483444,2.931083386,2.005852288,0.101477965,1
2.475678201,1.189456671,0.632057307,0.077970504,0.003045677,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,0
3.683705974,0.011597777,9.388849787,0.004966383,0.001411151,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,2
0.2628427,0.000497098,13.55610953,8.935823037,0.001411151,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,1
0.004472317,1.96020998,71.5140268,0.417949821,0.001411151,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,3
10.79910478,269.0761928,2106.5629,41.37201969,0.001411151,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,3
3.573410825,2.909430026,6.122677024,12.77163492,0.00126428,0.001098684,146.453658,0.035407171,0.593081227,37.40705398,1
5.010551669,38.78005147,3.019046117,0.008182567,0.00219025,0.00197229,146.453658,0.035407171,0.593081227,37.40705398,1
0.511471515,301.2272662,4.301431608,71.45132051,0.001411151,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,1
9.003246448,1.75755174,1.515247605,3319.603748,0.001411151,0.002913195,146.453658,0.035407171,0.593081227,37.40705398,1
0.006595336,0.896053556,2.545702881,8.59E-05,1.786601059,2.208755332,0.038483444,17.8500214,0.004532889,0.052625471,1
